Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Wochenende,Wochentag,Monat,Temp_abw,Bewoelkung_kat,Windgeschwindigkeit_kat,Kalenderwoche,Jahreszeit,Umsatz_lag1,Umsatz_lag7,Feiertag_in_3_tagen,durchschnittlicher_Umsatz_vor_Feiertag,Kieler_Woche,Datum
2.9999998768765517,220.02428440269335,6.0,3.7875,12.0,21.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,3.0,1.0,219.51053649415675,181.81784213079493,0.0,328.7134816496001,0.0,2012-01-22
3.0000000473625947,122.70656423191423,5.0,2.2125,4.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,128.72551291808617,190.73423698598378,0.0,412.42435163551306,0.0,2012-01-23
3.000000054158268,158.00020384662332,3.0,1.7625,6.0,5.0000000902637805,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,167.12118001325788,202.41387569785587,0.0,638.7833852601417,0.0,2012-01-24
3.000000060222771,154.22600500056072,3.0,-0.1875,8.0,51.70408228782989,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,176.8338242007339,226.21997876555747,0.0,615.8381992319174,0.0,2012-01-25
2.999999877958304,176.2058147850236,2.0,0.3625,12.0,60.99999751848552,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,170.01875927788933,131.01370053215388,0.0,632.5868472875959,0.0,2012-01-26
2.9999999380111704,223.96894730410625,8.0,-1.0,10.0,71.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,203.70394043539793,174.20830057446557,0.0,304.4875105589211,0.0,2012-01-27
2.9999998773835412,202.74277874283135,6.0,-1.3875,10.0,10.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,197.76690991884226,162.67986469171802,0.0,550.7347477497408,0.0,2012-01-28
3.0000001335144146,171.87571646724746,7.0,-3.1625,8.0,71.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,162.1149423107169,147.4403055089358,0.0,303.98735029602904,0.0,2012-01-29
3.0,153.37200785031115,3.0,-2.275,12.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,154.54660892055597,193.65450515860496,0.0,541.9727964299955,0.0,2012-01-30
3.0000000441446897,164.3862819940812,1.0,-2.375,18.0,19.43128823879711,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,154.1652173440541,160.71343385571075,0.0,566.1023629414408,0.0,2012-01-31
3.0000000498894583,140.98769659990487,7.0,-1.825,16.0,71.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,136.63974132990177,127.68186323793641,0.0,303.9875202212494,0.0,2012-02-01
2.999999951923798,201.73634257064091,6.0,-5.85,8.0,85.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,189.07836338943292,168.7899834275244,0.0,289.00744559444934,0.0,2012-02-02
3.000000035861324,145.79312201128982,4.0,-5.85,14.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,135.5049045671848,128.69800120276236,0.0,392.7650636993072,0.0,2012-02-03
3.000000148160118,201.7363557666403,4.0,-7.5375,10.0,71.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,189.0783757574472,168.78999446843298,0.0,306.7641899710306,0.0,2012-02-04
3.0000000706187357,201.73635055233527,5.0,-7.7125,8.0,61.002000079149234,0.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,189.0783708703146,168.7899901056967,0.0,304.0613482168525,0.0,2012-02-05
3.0000001183241327,201.73635376030606,4.0,-10.25,6.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,1.0,189.07837387700073,168.78999278976107,0.0,357.9785607654441,0.0,2012-02-06
3.000000125700234,125.28956713327959,6.0,-3.0,18.0,71.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,132.0165427292622,145.79995557159685,0.0,303.89137385067295,0.0,2012-02-07
2.9999999634676757,176.24484396629063,6.0,-2.7625,10.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,175.3512852666045,186.02889674879356,0.0,502.59153534070794,0.0,2012-02-08
2.9999998888200508,130.83061618738813,6.0,-1.6625,21.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,138.41429576940348,196.09768442907014,0.0,367.1662679243735,0.0,2012-02-09
3.0,171.87570881795253,6.0,-2.8125,8.0,71.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,162.11493509582337,147.44029894713412,0.0,307.6772408667995,0.0,2012-02-10
2.9999998854495584,165.16215329473317,7.0,-4.575,8.0,78.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,6.0,1.0,155.80988175903406,136.7217707371953,0.0,306.9755188037796,0.0,2012-02-11
2.9999999415688254,201.84723899944356,8.0,-1.2375,16.0,72.0,0.0,1.0,6.0,2.0,1.0,2.0,3.0,6.0,1.0,191.64548595844525,164.83243784839158,0.0,293.6459350171637,0.0,2012-02-12
2.99999983545393,149.35204426068657,6.0,-2.325,8.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,146.79952097061914,203.8201203049727,0.0,373.677034946856,0.0,2012-02-13
3.0,187.4284127301544,8.0,1.3,10.0,47.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,7.0,1.0,183.48706459620098,217.921971744049,0.0,267.71588484593406,0.0,2012-02-14
3.0000000745598285,147.05011810918094,1.0,4.8625,18.0,44.877468425022286,0.0,0.0,2.0,2.0,0.0,0.0,3.0,7.0,1.0,147.41473795899992,224.6826868292883,0.0,300.42056334789163,0.0,2012-02-15
3.0000000690490047,155.97951061555625,7.0,2.9625,10.0,61.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,7.0,1.0,162.62664835800382,164.0955811164177,0.0,427.2930279598762,0.0,2012-02-16
3.0000000458785436,181.97771436718014,5.0,5.5625,14.0,21.000000321149805,0.0,0.0,4.0,2.0,0.0,1.0,2.0,7.0,1.0,150.31316691671202,165.1904626469109,0.0,424.4367539981622,0.0,2012-02-17
3.0,234.35214162137427,8.0,6.175,14.0,61.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,7.0,1.0,225.79600332564692,196.01167646821978,0.0,363.8774700483997,0.0,2012-02-18
3.0,299.92127688723895,4.0,4.2,18.0,25.0,0.0,1.0,6.0,2.0,0.0,1.0,3.0,7.0,1.0,275.7195549182272,251.6150664471198,0.0,248.37756930017133,0.0,2012-02-19
2.9999999478230523,121.68102831679016,5.0,4.1125,14.0,60.99999893906873,0.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,1.0,174.98578088817305,245.94260329579436,0.0,253.5397524903889,0.0,2012-02-20
2.999999929467487,155.66748864638663,8.0,4.95,14.0,58.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,8.0,1.0,160.16098665318813,141.00939294145093,0.0,365.3167941358869,0.0,2012-02-21
3.0000000654459056,140.0181573701831,7.0,7.175,18.0,51.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,8.0,1.0,131.27207066116875,173.27369537799188,0.0,252.8229542334266,0.0,2012-02-22
2.9999999055830506,140.0181499089491,6.0,8.4125,18.0,48.090382348257336,0.0,0.0,3.0,2.0,0.0,1.0,3.0,8.0,1.0,131.27206366599293,173.2736861446495,0.0,292.52698926901746,0.0,2012-02-23
3.0,140.01815431564478,7.0,8.35,19.0,20.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,8.0,1.0,131.272067797429,173.27369159797396,0.0,208.86675208277197,0.0,2012-02-24
3.0,115.0317121367044,6.0,6.525,19.0,61.0,0.0,1.0,5.0,2.0,0.0,1.0,3.0,8.0,1.0,119.56196345353281,133.2311466582962,0.0,320.40698356636204,0.0,2012-02-25
2.999999945021108,221.6269026313982,1.0,4.675,8.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0,8.0,1.0,219.65571160851462,155.2382347303034,0.0,286.99360944339844,0.0,2012-02-26
3.000000122117995,131.69799795869858,8.0,3.725,12.0,61.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,183.02077942902173,241.65107556102964,0.0,235.56759234194965,0.0,2012-02-27
2.999999953495608,155.66748989318572,8.0,7.675,14.0,51.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,9.0,1.0,160.16098793597735,141.0093940708479,0.0,242.2042135903917,0.0,2012-02-28
2.9999998360531746,169.61575929728207,8.0,7.775,10.0,47.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,9.0,1.0,169.5628423171035,240.00635775252061,0.0,253.50375693440873,0.0,2012-02-29
3.000000122615283,155.66749866866428,6.0,7.625,12.0,43.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,9.0,2.0,160.16099696476886,141.0094020200023,0.0,262.3206674196546,0.0,2012-03-01
3.000000071531536,170.58341907266356,7.0,5.9125,6.0,28.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,9.0,2.0,170.06046526081673,188.5331467257747,0.0,297.8039996726541,0.0,2012-03-02
2.9999999276298515,211.87665332144206,5.0,7.0375,14.0,60.999997085322086,0.0,1.0,5.0,3.0,0.0,1.0,2.0,9.0,2.0,213.75687507063137,175.41420640690373,0.0,304.77707727954686,0.0,2012-03-03
2.999999932943176,267.55809123870495,7.0,4.675,8.0,9.999999776477253,0.0,1.0,6.0,3.0,0.0,2.0,1.0,9.0,2.0,274.4767449191954,230.08034026883126,0.0,239.4523970161795,0.0,2012-03-04
2.9999998764268034,149.91066183004017,7.0,4.875,10.0,19.99999917617869,0.0,0.0,0.0,3.0,0.0,2.0,1.0,10.0,2.0,152.76022931937828,176.92327603365072,0.0,210.27105341529744,0.0,2012-03-05
2.9999998700996686,160.33758535316682,4.0,4.5125,10.0,60.999997358693264,0.0,0.0,1.0,3.0,0.0,1.0,1.0,10.0,2.0,154.18893532709367,158.8925161892903,0.0,192.41911946332434,0.0,2012-03-06
3.000000148868569,160.3376002522116,7.0,4.05,10.0,61.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,10.0,2.0,154.18894965478762,158.89253095405496,0.0,286.33650563701525,0.0,2012-03-07
3.00000012300084,151.16604487448367,2.0,7.5125,14.0,21.00000086100588,0.0,0.0,3.0,3.0,0.0,0.0,2.0,10.0,2.0,146.41742598368342,147.324145823038,0.0,206.9236108727779,0.0,2012-03-08
3.0000000702994223,155.667495954038,8.0,7.825,14.0,10.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,10.0,2.0,160.16099417178216,141.00939956099296,0.0,293.9249924881737,0.0,2012-03-09
2.9999998714806915,140.01814831729934,6.0,8.7,19.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,10.0,2.0,131.27206217376386,173.273684174969,0.0,259.0358718844522,0.0,2012-03-10
3.0,245.9647534282047,6.0,8.95,14.0,60.99999913413936,0.0,1.0,6.0,3.0,0.0,1.0,2.0,10.0,2.0,239.54966536686788,207.59690420481874,0.0,326.28787550653556,0.0,2012-03-11
2.9999999379882856,154.22139166805044,5.0,9.0125,18.0,20.999999565918,0.0,0.0,0.0,3.0,0.0,1.0,3.0,11.0,2.0,147.5333337158004,148.08680935569768,0.0,268.0442802777338,0.0,2012-03-12
3.000000107789037,144.2000839152565,6.0,9.95,16.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,11.0,2.0,132.43409162880877,192.1310660304899,0.0,225.1822619035343,0.0,2012-03-13
3.000000126092571,143.27613557851757,7.0,7.7875,10.0,32.60920319016327,0.0,0.0,2.0,3.0,0.0,2.0,1.0,11.0,2.0,194.86242418338523,99.42547424211106,0.0,201.73083635247727,0.0,2012-03-14
2.9999999386795952,143.27612662791563,6.0,7.4,8.0,20.999999570757165,0.0,0.0,3.0,3.0,0.0,1.0,1.0,11.0,2.0,137.4586070292323,139.10274363863581,0.0,168.59016454243508,0.0,2012-03-15
3.000000078386812,168.8073365939178,3.0,12.0375,14.0,10.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,11.0,2.0,174.56502360463082,210.62612852498202,0.0,271.05863042894214,0.0,2012-03-16
2.9999998445851603,202.08097968625484,6.0,9.775,14.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,11.0,2.0,200.1078922688883,175.2688302701308,0.0,304.70255575663526,0.0,2012-03-17
3.0,245.9647534282047,7.0,9.8375,16.0,61.0,0.0,1.0,6.0,3.0,0.0,2.0,3.0,11.0,2.0,239.54966536686788,207.59690420481874,0.0,366.1967037699897,0.0,2012-03-18
3.000000065460272,154.22139822101957,4.0,8.1125,18.0,21.00000070894758,0.0,0.0,0.0,3.0,0.0,1.0,3.0,12.0,2.0,147.53333998458953,148.08681564800438,0.0,268.044269553278,0.0,2012-03-19
2.9999998967277715,140.01814949564914,7.0,8.0875,18.0,51.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,12.0,2.0,131.2720632785093,173.2736856331872,0.0,215.72346439475913,0.0,2012-03-20
3.0,262.39025241080753,5.0,12.625,16.0,46.67102904629528,0.0,0.0,2.0,3.0,1.0,1.0,3.0,12.0,2.0,267.55543399238593,301.27048834015943,0.0,268.0442739668723,0.0,2012-03-21
3.0,174.02852940154477,0.0,12.7625,6.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,12.0,2.0,159.80796732801056,197.8890819088982,0.0,235.85938344333033,0.0,2012-03-22
2.9999998883674244,154.28699574877814,0.0,13.4875,6.0,1.2832248146042062,0.0,0.0,4.0,3.0,1.0,0.0,1.0,12.0,2.0,148.3351590703743,138.29963743603457,0.0,235.85937274454523,0.0,2012-03-23
2.9999998717521006,218.99016340994544,5.0,7.8375,8.0,10.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,12.0,2.0,229.46931488956943,232.9789166739148,0.0,341.1550118073772,0.0,2012-03-24
3.0000000995626412,272.0672564404478,0.0,13.1375,10.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,12.0,2.0,256.2693933561057,180.37631585842735,0.0,272.3240185225235,0.0,2012-03-25
3.0000000460130574,161.76318597888283,7.0,8.4875,8.0,51.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,13.0,2.0,177.85704917709447,236.07656055998305,0.0,298.9809791655972,0.0,2012-03-26
3.0,141.64997647529168,4.0,15.5,10.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,13.0,2.0,164.49486523803566,189.02631473897858,0.0,298.0523371236111,0.0,2012-03-27
2.999999897771333,163.04606102194552,3.0,14.8375,18.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,13.0,2.0,157.93863473424733,164.38274036442317,0.0,341.9981152076627,0.0,2012-03-28
3.0000000551953914,146.96209329653163,6.0,8.9875,19.0,21.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,13.0,2.0,145.53025698754806,175.64299009579503,0.0,222.6108454178072,0.0,2012-03-29
3.0000000715322863,169.7338035474195,3.0,9.9625,18.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,13.0,2.0,168.65149053795335,153.39977807272737,0.0,213.78237087009788,0.0,2012-03-30
2.9480524756342725,289.574968373051,4.0,6.1125,19.0,61.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,13.0,2.0,269.1731003802067,199.80775252503736,0.0,319.01174468226935,0.0,2012-03-31
2.9999999374406676,330.39743714926124,7.0,6.525,19.0,25.0,0.0,1.0,6.0,4.0,0.0,2.0,3.0,13.0,2.0,296.74718817606316,281.2797324461308,0.0,286.49684969214974,0.0,2012-04-01
3.0,186.3834935554394,7.0,5.5875,16.0,15.033175742667053,0.0,0.0,0.0,4.0,1.0,2.0,3.0,14.0,2.0,201.12409923303682,213.02509028364298,0.0,339.2058549022322,0.0,2012-04-02
3.0000000906467537,170.00009663276734,7.0,3.3,10.0,22.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,14.0,2.0,158.5971129648117,154.50975850969078,1.0,243.42467354504947,0.0,2012-04-03
2.99999994887039,133.72688573524866,7.0,4.5875,18.0,21.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,14.0,2.0,140.26888533123778,138.63043779713064,1.0,201.3022136211608,0.0,2012-04-04
2.999999869048334,176.06069233892535,1.0,5.6375,10.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,14.0,2.0,184.92305876213408,209.53186984914691,1.0,288.6185026197726,0.0,2012-04-05
3.105447924377575,277.849470362219,7.0,6.2,18.0,61.0,1.0,0.0,4.0,4.0,0.0,2.0,3.0,14.0,2.0,266.44134122362885,202.79201764182852,1.0,319.3933782516116,0.0,2012-04-06
3.0326616114806244,283.2718573755165,4.0,3.7125,19.0,61.000000800184864,0.0,1.0,5.0,4.0,1.0,1.0,3.0,14.0,2.0,267.7046352742677,201.41197309752312,1.0,301.4920834287497,0.0,2012-04-07
2.9999999489103044,209.73834214910372,2.0,5.75,10.0,20.99999964237213,0.0,1.0,6.0,4.0,1.0,0.0,1.0,14.0,2.0,220.7394338689842,168.5490372675235,1.0,352.3779482747368,0.0,2012-04-08
3.0000000718541466,228.62882943165556,8.0,6.5125,10.0,58.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,15.0,2.0,243.36385305643316,275.5218960979949,1.0,247.9299950291428,0.0,2012-04-09
3.0000000841170613,174.9457982963153,8.0,10.5875,10.0,61.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,15.0,2.0,181.83225070005108,211.95584296902598,0.0,229.0211417593029,0.0,2012-04-10
3.000000139883591,155.78981451244437,7.0,10.475,12.0,61.00000284429968,0.0,0.0,2.0,4.0,0.0,2.0,2.0,15.0,2.0,154.68945753091506,140.36905207601743,0.0,224.9918211912958,0.0,2012-04-11
3.0000001575861663,156.00294964089554,6.0,9.575,12.0,81.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,15.0,2.0,157.77050700801288,165.52781801189758,0.0,292.28166454722475,0.0,2012-04-12
2.999999918052123,171.71255356165105,7.0,8.725,10.0,69.01528240697297,0.0,0.0,4.0,4.0,0.0,2.0,1.0,15.0,2.0,162.43378668909708,154.48801712775506,0.0,215.19070467364838,0.0,2012-04-13
3.000000056697588,253.4223680287775,6.0,8.8125,8.0,25.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,15.0,2.0,233.10382208135573,182.63776628237778,0.0,313.59910815945443,0.0,2012-04-14
3.0,248.21363748259802,7.0,8.075,10.0,21.0,0.0,1.0,6.0,4.0,0.0,2.0,1.0,15.0,2.0,216.2564989188654,187.07230747974668,0.0,297.5213928459731,0.0,2012-04-15
3.0000001535884087,200.9960838352364,4.0,7.5,16.0,80.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,16.0,2.0,200.94384539536497,251.49254920112082,0.0,225.7319838227282,0.0,2012-04-16
3.0000001212390437,147.24308155450763,5.0,8.0375,12.0,10.000000404130146,0.0,0.0,1.0,4.0,0.0,1.0,2.0,16.0,2.0,144.67570174922187,149.88014088165988,0.0,247.92998394181066,0.0,2012-04-17
2.9999998357402498,147.2430675419341,6.0,9.6125,10.0,9.999999452467499,0.0,0.0,2.0,4.0,0.0,1.0,1.0,16.0,2.0,144.6756879809763,149.8801266181273,0.0,229.5121190423272,0.0,2012-04-18
2.9999999348590447,164.88120055520426,2.0,14.2375,14.0,1.287627650657711,0.0,0.0,3.0,4.0,0.0,0.0,2.0,16.0,2.0,159.02795803775317,161.01782979935203,0.0,283.82028611313933,0.0,2012-04-19
3.000000155836352,156.00294954990346,6.0,9.225,10.0,95.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,16.0,2.0,157.7705069159898,165.52781791534989,0.0,324.4073441782789,0.0,2012-04-20
2.999999938306001,200.7608363874795,6.0,12.2,10.0,91.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,16.0,2.0,204.58326947488644,204.59034621411087,0.0,358.0807728941716,0.0,2012-04-21
3.0,200.76084051605915,6.0,9.9875,10.0,80.0,0.0,1.0,6.0,4.0,0.0,1.0,1.0,16.0,2.0,204.58327368207318,204.59035042144316,0.0,334.2958564867019,0.0,2012-04-22
3.0,167.7334233155179,6.0,9.95,10.0,81.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,17.0,2.0,178.75394512693887,183.66682728527445,0.0,225.25790783421007,0.0,2012-04-23
2.999999954029918,140.8529647027104,7.0,10.0,8.0,61.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,17.0,2.0,136.536982185721,131.62533683148894,0.0,232.29517760727416,0.0,2012-04-24
3.0,184.3238585074956,6.0,11.6375,12.0,60.99999524004381,0.0,0.0,2.0,4.0,0.0,1.0,2.0,17.0,2.0,176.77733592491458,153.2932383306886,0.0,228.8767007169337,0.0,2012-04-25
2.7546168741065578,325.62108230035506,6.0,14.1875,14.0,60.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,17.0,2.0,282.2915564243363,230.20041131810353,0.0,323.1765228576251,0.0,2012-04-26
2.910120519358147,315.0677630107266,5.0,14.925,12.0,25.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,17.0,2.0,282.774711688408,232.65157208367742,0.0,319.8108035986044,0.0,2012-04-27
3.0000000404387746,165.17270511172518,6.0,9.5125,18.0,61.0,0.0,1.0,5.0,4.0,0.0,1.0,3.0,17.0,2.0,164.09156864440106,124.98867812184609,1.0,348.12873504163554,0.0,2012-04-28
3.0,291.341384634536,7.0,11.4625,23.0,66.682170584697,0.0,1.0,6.0,4.0,0.0,2.0,4.0,17.0,2.0,305.1211344072572,276.575549324112,1.0,301.2995982421942,0.0,2012-04-29
3.077857442564717,223.89998915444974,3.0,16.2375,8.0,8.117695889701826,0.0,0.0,0.0,4.0,1.0,0.0,1.0,18.0,2.0,220.0278586132232,204.39346624920046,1.0,250.4962161116031,0.0,2012-04-30
3.0000000814896657,137.9420196958146,5.0,13.4125,19.0,5.0000001358161095,1.0,0.0,1.0,5.0,0.0,1.0,3.0,18.0,2.0,151.45658571051115,213.77488007859154,1.0,275.26987170103456,0.0,2012-05-01
3.000000061933484,164.88120753926648,1.0,13.45,12.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,18.0,2.0,159.02796477388284,161.017836619769,0.0,209.75328253935052,0.0,2012-05-02
2.999999865110437,173.30304336888506,6.0,16.6,8.0,43.25795452976515,0.0,0.0,3.0,5.0,0.0,1.0,1.0,18.0,2.0,166.76516575043726,147.16722014566767,0.0,258.5608625030317,0.0,2012-05-03
2.999999881637954,244.9831740778064,7.0,12.65,10.0,80.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,18.0,2.0,248.3750136804059,207.08922728447502,0.0,289.99369232277274,0.0,2012-05-04
