Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Wochenende,Wochentag,Monat,Temp_abw,Bewoelkung_kat,Windgeschwindigkeit_kat,Kalenderwoche,Jahreszeit,Umsatz_lag1,Umsatz_lag7,Feiertag_in_3_tagen,durchschnittlicher_Umsatz_vor_Feiertag,Kieler_Woche,Datum
2.937063376297811,188.73057482361986,7.0,10.475,12.0,47.99954530991387,0.0,0.0,2.0,4.0,0.0,2.0,2.0,15.0,2.0,188.19027228605768,201.6232310710912,0.0,233.57182663862042,0.0,2012-04-11
3.012317053256706,190.15968773289745,6.0,9.575,12.0,81.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,15.0,2.0,192.0812159378823,193.56190971261032,0.0,206.70672652939302,0.0,2012-04-12
2.9946842958601803,181.2769108772713,7.0,8.725,10.0,46.95828809243149,0.0,0.0,4.0,4.0,0.0,2.0,1.0,15.0,2.0,176.70376799740058,173.26885520587626,0.0,232.99587405317445,0.0,2012-04-13
3.0647169897399387,236.03236206848163,6.0,8.8125,8.0,25.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,15.0,2.0,231.27030417670875,212.5495828368517,0.0,258.18939539504174,0.0,2012-04-14
3.0537305115772906,229.05382491103313,7.0,8.075,10.0,21.0,0.0,1.0,6.0,4.0,0.0,2.0,1.0,15.0,2.0,219.26336587334174,195.13269839722994,0.0,270.9011203773173,0.0,2012-04-15
2.94895634037196,171.46904709542054,4.0,7.5,16.0,80.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,16.0,2.0,179.27953298110515,207.11891863587317,0.0,193.64011150004032,0.0,2012-04-16
2.96755087084731,175.9209539568946,5.0,8.0375,12.0,33.15008599597907,0.0,0.0,1.0,4.0,0.0,1.0,2.0,16.0,2.0,181.05623690377797,200.98561200468617,0.0,224.25791057652089,0.0,2012-04-17
2.9851977406727075,184.59346515869169,6.0,9.6125,10.0,37.74077457424927,0.0,0.0,2.0,4.0,0.0,1.0,1.0,16.0,2.0,190.11153915780415,201.82172123647848,0.0,230.05741980291927,0.0,2012-04-18
2.9925181487867123,207.1056979920458,2.0,14.2375,14.0,17.707839341359104,0.0,0.0,3.0,4.0,0.0,0.0,2.0,16.0,2.0,209.28163455979382,212.50760228865744,0.0,238.59336386952603,0.0,2012-04-19
3.0506214953557294,185.38615423180585,6.0,9.225,10.0,95.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,16.0,2.0,188.4678754278321,182.67623064592505,0.0,198.94885878932783,0.0,2012-04-20
3.0645112316349747,248.60712609188107,6.0,12.2,10.0,91.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,16.0,2.0,250.1440037606542,232.5899878901394,0.0,230.3932355429342,0.0,2012-04-21
3.100946483041543,239.80258656104974,6.0,9.9875,10.0,80.0,0.0,1.0,6.0,4.0,0.0,1.0,1.0,16.0,2.0,237.87941284093307,211.71035953209463,0.0,233.42688884691935,0.0,2012-04-22
2.9555349893291325,180.81973572498413,6.0,9.95,10.0,81.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,17.0,2.0,195.4120311393413,224.20270232472632,0.0,202.4608806519404,0.0,2012-04-23
2.9449459653399206,178.57561296080274,7.0,10.0,8.0,61.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,17.0,2.0,185.74170976304248,209.29691732228736,0.0,220.17295715455927,0.0,2012-04-24
2.985723963776991,193.768194144578,6.0,11.6375,12.0,38.7491032681785,0.0,0.0,2.0,4.0,0.0,1.0,2.0,17.0,2.0,199.90064698613457,213.31727715414291,0.0,234.50609432715825,0.0,2012-04-25
2.9941092821219257,206.36938900403123,6.0,14.1875,14.0,60.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,17.0,2.0,212.2917479849471,217.89304692695129,0.0,232.51188532020984,0.0,2012-04-26
3.003790231994474,209.76240314961655,5.0,14.925,12.0,25.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,17.0,2.0,209.29686864019288,207.68822003908105,0.0,249.24362253023642,0.0,2012-04-27
3.254727744648905,289.6875963789384,6.0,9.5125,18.0,61.0,0.0,1.0,5.0,4.0,0.0,1.0,3.0,17.0,2.0,291.1221511492679,246.433164866013,1.0,275.4237916283869,0.0,2012-04-28
3.2226721854120486,297.39619198434633,7.0,11.4625,23.0,64.25894309850948,0.0,1.0,6.0,4.0,0.0,2.0,4.0,17.0,2.0,292.1202870874994,242.99114453973658,1.0,291.3451543333373,0.0,2012-04-29
3.110821229225717,255.90995699726722,3.0,16.2375,8.0,25.821592323306234,0.0,0.0,0.0,4.0,1.0,0.0,1.0,18.0,2.0,273.53650210593196,275.15006267317773,1.0,257.0231197739515,0.0,2012-04-30
2.9106703250466577,255.0771521693436,5.0,13.4125,19.0,38.41074039439492,1.0,0.0,1.0,5.0,0.0,1.0,3.0,18.0,2.0,308.2481421759454,245.75569322259236,1.0,274.7203266525853,0.0,2012-05-01
2.9876693570300015,204.5668276566434,1.0,13.45,12.0,10.84842840925809,0.0,0.0,2.0,5.0,0.0,0.0,2.0,18.0,2.0,202.51146383294588,210.36121409067852,0.0,230.2898087206175,0.0,2012-05-02
2.984504422556048,223.01769300084464,6.0,16.6,8.0,37.59514442453498,0.0,0.0,3.0,5.0,0.0,1.0,1.0,18.0,2.0,221.62771917916336,223.03073221219353,0.0,242.24476356699935,0.0,2012-05-03
