Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Feiertag,Wochenende,Wochentag,Monat,Temp_abw,Bewoelkung_kat,Windgeschwindigkeit_kat,Kalenderwoche,Jahreszeit,Umsatz_lag1,Umsatz_lag7,Feiertag_in_3_tagen,durchschnittlicher_Umsatz_vor_Feiertag,Kieler_Woche
,,3.0,9.9625,18.0,1.0,,0,False,4,3,False,0,3,13,2,,,0.0,,False
,,4.0,6.1125,19.0,61.0,,0,True,5,3,False,1,3,13,2,,,0.0,,False
,,7.0,6.525,19.0,25.0,,0,True,6,4,False,2,3,13,2,,,0.0,,False
,,7.0,5.5875,16.0,21.0,,0,False,0,4,True,2,3,14,2,,,0.0,,False
,,7.0,3.3,10.0,22.0,,0,False,1,4,True,2,1,14,2,,,1.0,,False
,,7.0,4.5875,18.0,21.0,,0,False,2,4,True,2,3,14,2,,,1.0,,False
,,1.0,5.6375,10.0,5.0,,0,False,3,4,True,0,1,14,2,,,1.0,,False
,,7.0,6.2,18.0,61.0,,1,False,4,4,False,2,3,14,2,,,1.0,,False
,,4.0,3.7125,19.0,61.0,,0,True,5,4,True,1,3,14,2,,,1.0,,False
,,2.0,5.75,10.0,5.0,,0,True,6,4,True,0,1,14,2,,,1.0,,False
,,8.0,6.5125,10.0,58.0,,1,False,0,4,False,2,1,15,2,,,1.0,,False
,,8.0,10.5875,10.0,61.0,,0,False,1,4,False,2,1,15,2,,,0.0,,False
,,7.0,10.475,12.0,61.0,,0,False,2,4,False,2,2,15,2,,,0.0,,False
,,6.0,9.575,12.0,81.0,,0,False,3,4,False,1,2,15,2,,,0.0,,False
,,7.0,8.725,10.0,61.0,,0,False,4,4,False,2,1,15,2,,,0.0,,False
,,6.0,8.8125,8.0,25.0,,0,True,5,4,False,1,1,15,2,,,0.0,,False
,,7.0,8.075,10.0,21.0,,0,True,6,4,False,2,1,15,2,,,0.0,,False
,,4.0,7.5,16.0,80.0,,0,False,0,4,False,1,3,16,2,,,0.0,,False
,,5.0,8.0375,12.0,61.0,,0,False,1,4,False,1,2,16,2,,,0.0,,False
,,6.0,9.6125,10.0,81.0,,0,False,2,4,False,1,1,16,2,,,0.0,,False
,,2.0,14.2375,14.0,5.0,,0,False,3,4,False,0,2,16,2,,,0.0,,False
,,6.0,9.225,10.0,95.0,,0,False,4,4,False,1,1,16,2,,,0.0,,False
,,6.0,12.2,10.0,91.0,,0,True,5,4,False,1,1,16,2,,,0.0,,False
,,6.0,9.9875,10.0,80.0,,0,True,6,4,False,1,1,16,2,,,0.0,,False
,,6.0,9.95,10.0,81.0,,0,False,0,4,False,1,1,17,2,,,0.0,,False
,,7.0,10.0,8.0,61.0,,0,False,1,4,False,2,1,17,2,,,0.0,,False
,,6.0,11.6375,12.0,61.0,,0,False,2,4,False,1,2,17,2,,,0.0,,False
,,6.0,14.1875,14.0,60.0,,0,False,3,4,False,1,2,17,2,,,0.0,,False
,,5.0,14.925,12.0,25.0,,0,False,4,4,False,1,2,17,2,,,0.0,,False
,,6.0,9.5125,18.0,61.0,,0,True,5,4,False,1,3,17,2,,,1.0,,False
,,7.0,11.4625,23.0,61.0,,0,True,6,4,False,2,4,17,2,,,1.0,,False
,,3.0,16.2375,8.0,0.0,,0,False,0,4,True,0,1,18,2,,,1.0,,False
,,5.0,13.4125,19.0,21.0,,1,False,1,5,False,1,3,18,2,,,1.0,,False
,,1.0,13.45,12.0,5.0,,0,False,2,5,False,0,2,18,2,,,0.0,,False
,,6.0,16.6,8.0,61.0,,0,False,3,5,False,1,1,18,2,,,0.0,,False
,,7.0,12.65,10.0,80.0,,0,False,4,5,False,2,1,18,2,,,0.0,,False
,,2.0,10.5,8.0,0.0,,0,True,5,5,True,0,1,18,2,,,0.0,,False
,,5.0,8.6,8.0,61.0,,0,True,6,5,True,1,1,18,2,,,0.0,,False
,,7.0,7.575,6.0,61.0,,0,False,0,5,True,2,1,19,2,,,0.0,,False
,,6.0,16.075,8.0,61.0,,0,False,1,5,False,1,1,19,2,,,0.0,,False
,,6.0,16.85,10.0,81.0,,0,False,2,5,False,1,1,19,2,,,0.0,,False
,,7.0,17.85,12.0,61.0,,0,False,3,5,False,2,2,19,2,,,0.0,,False
,,5.0,16.525,19.0,21.0,,0,False,4,5,False,1,3,19,2,,,0.0,,False
,,5.0,9.3875,23.0,80.0,,0,True,5,5,True,1,4,19,2,,,0.0,,False
,,6.0,11.0125,10.0,80.0,,0,True,6,5,False,1,1,19,2,,,0.0,,False
,,6.0,14.525,12.0,61.0,,0,False,0,5,False,1,2,20,2,,,1.0,,False
,,7.0,11.45,10.0,61.0,,0,False,1,5,False,2,1,20,2,,,1.0,,False
,,6.0,8.8875,19.0,80.0,,0,False,2,5,True,1,3,20,2,,,1.0,,False
,,4.0,10.8125,18.0,3.0,,1,False,3,5,True,1,3,20,2,,,1.0,,False
,,6.0,16.2125,10.0,61.0,,0,False,4,5,False,1,1,20,2,,,0.0,,False
,,5.0,17.7625,6.0,0.0,,0,True,5,5,False,1,1,20,2,,,0.0,,False
,,6.0,18.475,10.0,21.0,,0,True,6,5,False,1,1,20,2,,,0.0,,False
,,5.0,18.514285,14.0,0.0,,0,False,0,5,False,1,2,21,2,,,0.0,,False
,,4.0,19.2,12.0,21.0,,0,False,1,5,False,1,2,21,2,,,0.0,,False
,,4.0,18.2375,14.0,21.0,,0,False,2,5,False,1,2,21,2,,,0.0,,False
,,0.0,18.8625,12.0,5.0,,0,False,3,5,False,0,2,21,2,,,0.0,,False
,,0.0,19.85,10.0,0.0,,0,False,4,5,False,0,1,21,2,,,1.0,,False
,,4.0,21.45,8.0,21.0,,0,True,5,5,True,1,1,21,2,,,1.0,,False
,,1.0,19.875,10.0,5.0,,0,True,6,5,False,0,1,21,2,,,1.0,,False
,,2.0,22.8375,14.0,5.0,,1,False,0,5,True,0,2,22,2,,,1.0,,False
,,4.0,15.35,12.0,21.0,,0,False,1,5,False,1,2,22,2,,,0.0,,False
,,6.0,12.9375,14.0,61.0,,0,False,2,5,False,1,2,22,2,,,0.0,,False
,,7.0,13.2625,10.0,61.0,,0,False,3,5,False,2,1,22,2,,,0.0,,False
,,4.0,12.8875,19.0,25.0,,0,False,4,6,True,1,3,22,3,,,0.0,,False
,,4.0,12.4625,16.0,25.0,,0,True,5,6,True,1,3,22,3,,,0.0,,False
,,7.0,12.35,12.0,63.0,,0,True,6,6,True,2,2,22,3,,,0.0,,False
,,7.0,13.2125,14.0,61.0,,0,False,0,6,True,2,2,23,3,,,0.0,,False
,,5.0,13.2125,16.0,25.0,,0,False,1,6,True,1,3,23,3,,,0.0,,False
,,7.0,13.8375,10.0,61.0,,0,False,2,6,False,2,1,23,3,,,0.0,,False
,,7.0,15.1875,10.0,51.0,,0,False,3,6,False,2,1,23,3,,,0.0,,False
,,4.0,19.3375,12.0,95.0,,0,False,4,6,False,1,2,23,3,,,0.0,,False
,,6.0,14.6,14.0,61.0,,0,True,5,6,False,1,2,23,3,,,0.0,,False
,,6.0,15.0,16.0,51.0,,0,True,6,6,False,1,3,23,3,,,0.0,,False
,,3.0,16.525,8.0,0.0,,0,False,0,6,False,0,1,24,3,,,0.0,,False
,,7.0,14.1125,6.0,63.0,,0,False,1,6,False,2,1,24,3,,,0.0,,False
,,4.0,15.1625,12.0,21.0,,0,False,2,6,False,1,2,24,3,,,0.0,,False
,,6.0,14.05,12.0,61.0,,0,False,3,6,False,1,2,24,3,,,0.0,,False
,,7.0,18.3125,8.0,63.0,,0,False,4,6,False,2,1,24,3,,,0.0,,False
,,6.0,18.4625,10.0,25.0,1.0,0,True,5,6,False,1,1,24,3,,,0.0,,True
,,6.0,16.9625,14.0,25.0,1.0,0,True,6,6,False,1,2,24,3,,,0.0,,True
,,6.0,19.5875,19.0,95.0,1.0,0,False,0,6,False,1,3,25,3,,,0.0,,True
,,6.0,17.3125,6.0,95.0,1.0,0,False,1,6,False,1,1,25,3,,,0.0,,True
,,6.0,17.65,12.0,21.0,1.0,0,False,2,6,False,1,2,25,3,,,0.0,,True
,,4.0,18.5125,16.0,29.0,1.0,0,False,3,6,False,1,3,25,3,,,0.0,,True
,,4.0,18.325,14.0,29.0,1.0,0,False,4,6,False,1,2,25,3,,,0.0,,True
,,6.0,16.8875,12.0,80.0,1.0,0,True,5,6,False,1,2,25,3,,,0.0,,True
,,8.0,12.875,12.0,63.0,1.0,0,True,6,6,True,2,2,25,3,,,0.0,,True
,,6.0,13.8875,18.0,80.0,,0,False,0,6,False,1,3,26,3,,,0.0,,False
,,6.0,14.3,18.0,20.0,,0,False,1,6,False,1,3,26,3,,,0.0,,False
,,8.0,14.5625,10.0,61.0,,0,False,2,6,False,2,1,26,3,,,0.0,,False
,,6.0,18.2625,8.0,21.0,,0,False,3,6,False,1,1,26,3,,,0.0,,False
,,6.0,22.75,8.0,95.0,,0,False,4,6,False,1,1,26,3,,,0.0,,False
,,5.0,23.1375,10.0,95.0,,0,True,5,6,False,1,1,26,3,,,0.0,,False
,,4.0,19.5125,14.0,95.0,,0,True,6,7,False,1,2,26,3,,,0.0,,False
,,6.0,19.4375,10.0,61.0,,0,False,0,7,False,1,1,27,3,,,0.0,,False
,,3.0,20.5375,12.0,0.0,,0,False,1,7,False,0,2,27,3,,,0.0,,False
,,5.0,19.95,12.0,21.0,,0,False,2,7,False,1,2,27,3,,,0.0,,False
,,7.0,17.2625,12.0,10.0,,0,False,3,7,False,2,2,27,3,,,0.0,,False
,,7.0,18.5375,10.0,60.0,,0,False,4,7,False,2,1,27,3,,,0.0,,False
,,7.0,20.7875,4.0,61.0,,0,True,5,7,False,2,0,27,3,,,0.0,,False
,,5.0,22.975,10.0,95.0,,0,True,6,7,False,1,1,27,3,,,0.0,,False
,,7.0,16.5,16.0,61.0,,0,False,0,7,False,2,3,28,3,,,0.0,,False
,,6.0,18.825,14.0,1.0,,0,False,1,7,False,1,2,28,3,,,0.0,,False
,,6.0,17.15,14.0,29.0,,0,False,2,7,False,1,2,28,3,,,0.0,,False
,,5.0,15.4875,14.0,81.0,,0,False,3,7,True,1,2,28,3,,,0.0,,False
,,6.0,17.0875,6.0,21.0,,0,False,4,7,False,1,1,28,3,,,0.0,,False
,,6.0,17.9125,19.0,25.0,,0,True,5,7,False,1,3,28,3,,,0.0,,False
,,5.0,16.375,16.0,25.0,,0,True,6,7,False,1,3,28,3,,,0.0,,False
,,5.0,16.875,16.0,80.0,,0,False,0,7,False,1,3,29,3,,,0.0,,False
,,5.0,17.1375,18.0,80.0,,0,False,1,7,False,1,3,29,3,,,0.0,,False
,,7.0,16.95,6.0,63.0,,0,False,2,7,False,2,1,29,3,,,0.0,,False
,,7.0,15.8125,16.0,81.0,,0,False,3,7,True,2,3,29,3,,,0.0,,False
,,6.0,15.25,16.0,80.0,,0,False,4,7,True,1,3,29,3,,,0.0,,False
,,6.0,16.1625,16.0,25.0,,0,True,5,7,False,1,3,29,3,,,0.0,,False
,,4.0,18.325,12.0,61.0,,0,True,6,7,False,1,2,29,3,,,0.0,,False
,,2.0,22.483333,12.0,0.0,,0,False,0,7,False,0,2,30,3,,,0.0,,False
,,,,,61.0,,0,False,1,7,False,,,30,3,,,0.0,,False
,,1.0,25.65,8.0,0.0,,0,False,2,7,False,0,1,30,3,,,0.0,,False
,,1.0,22.5875,8.0,0.0,,0,False,3,7,False,0,1,30,3,,,0.0,,False
,,1.0,26.075,10.0,0.0,,0,False,4,7,False,0,1,30,3,,,0.0,,False
,,7.0,18.95,14.0,63.0,,0,True,5,7,False,2,2,30,3,,,0.0,,False
,,7.0,16.0375,8.0,61.0,,0,True,6,7,True,2,1,30,3,,,0.0,,False
,,6.0,15.1875,10.0,95.0,,0,False,0,7,True,1,1,31,3,,,0.0,,False
,,5.0,17.1625,12.0,21.0,,0,False,1,7,False,1,2,31,3,,,0.0,,False
,,6.0,21.0625,6.0,61.0,,0,False,2,8,False,1,1,31,3,,,0.0,,False
,,6.0,22.725,10.0,29.0,,0,False,3,8,False,1,1,31,3,,,0.0,,False
,,4.0,20.6875,10.0,91.0,,0,False,4,8,False,1,1,31,3,,,0.0,,False
,,6.0,18.225,6.0,61.0,,0,True,5,8,False,1,1,31,3,,,0.0,,False
,,6.0,21.6125,4.0,61.0,,0,True,6,8,False,1,0,31,3,,,0.0,,False
,,5.0,19.575,16.0,80.0,,0,False,0,8,False,1,3,32,3,,,0.0,,False
,,6.0,17.3125,14.0,80.0,,0,False,1,8,False,1,2,32,3,,,0.0,,False
,,4.0,17.9,16.0,80.0,,0,False,2,8,False,1,3,32,3,,,0.0,,False
,,5.0,18.35,12.0,61.0,,0,False,3,8,False,1,2,32,3,,,0.0,,False
,,6.0,17.3,14.0,25.0,,0,False,4,8,False,1,2,32,3,,,0.0,,False
,,2.0,18.85,10.0,0.0,,0,True,5,8,False,0,1,32,3,,,0.0,,False
,,1.0,19.7875,12.0,5.0,,0,True,6,8,False,0,2,32,3,,,0.0,,False
,,2.0,20.0375,14.0,21.0,,0,False,0,8,False,0,2,33,3,,,0.0,,False
,,2.0,20.1625,12.0,0.0,,0,False,1,8,False,0,2,33,3,,,0.0,,False
,,1.0,20.4,14.0,0.0,,0,False,2,8,False,0,2,33,3,,,0.0,,False
,,6.0,17.325,10.0,63.0,,0,False,3,8,False,1,1,33,3,,,0.0,,False
,,5.0,21.9375,8.0,61.0,,0,False,4,8,False,1,1,33,3,,,0.0,,False
,,6.0,27.525,8.0,80.0,,0,True,5,8,True,1,1,33,3,,,0.0,,False
,,2.0,26.875,8.0,0.0,,0,True,6,8,True,0,1,33,3,,,0.0,,False
,,3.0,26.15,16.0,21.0,,0,False,0,8,True,0,3,34,3,,,0.0,,False
,,6.0,20.8125,6.0,61.0,,0,False,1,8,False,1,1,34,3,,,0.0,,False
,,4.0,20.0125,18.0,80.0,,0,False,2,8,False,1,3,34,3,,,0.0,,False
,,5.0,19.8375,18.0,80.0,,0,False,3,8,False,1,3,34,3,,,0.0,,False
,,7.0,16.2625,4.0,61.0,,0,False,4,8,False,2,0,34,3,,,0.0,,False
,,6.0,18.8625,8.0,80.0,,0,True,5,8,False,1,1,34,3,,,0.0,,False
,,6.0,17.325,14.0,95.0,,0,True,6,8,False,1,2,34,3,,,0.0,,False
,,2.0,17.8625,12.0,0.0,,0,False,0,8,False,0,2,35,3,,,0.0,,False
,,7.0,19.5875,8.0,61.0,,0,False,1,8,False,2,1,35,3,,,0.0,,False
,,4.0,20.6625,8.0,3.0,,0,False,2,8,False,1,1,35,3,,,0.0,,False
,,7.0,19.2375,6.0,61.0,,0,False,3,8,False,2,1,35,3,,,0.0,,False
,,3.0,17.2875,14.0,21.0,,0,False,4,8,False,0,2,35,3,,,0.0,,False
,,6.0,16.6,12.0,80.0,,0,True,5,9,False,1,2,35,4,,,0.0,,False
,,6.0,19.15,14.0,95.0,,0,True,6,9,False,1,2,35,4,,,0.0,,False
,,4.0,19.475,12.0,80.0,,0,False,0,9,False,1,2,36,4,,,0.0,,False
,,4.0,20.5375,14.0,25.0,,0,False,1,9,False,1,2,36,4,,,0.0,,False
,,6.0,17.1375,14.0,80.0,,0,False,2,9,False,1,2,36,4,,,0.0,,False
,,7.0,16.1125,14.0,58.0,,0,False,3,9,False,2,2,36,4,,,0.0,,False
,,7.0,16.125,12.0,58.0,,0,False,4,9,False,2,2,36,4,,,0.0,,False
,,5.0,18.4625,16.0,51.0,,0,True,5,9,False,1,3,36,4,,,0.0,,False
,,4.0,21.075,6.0,21.0,,0,True,6,9,False,1,1,36,4,,,0.0,,False
,,4.0,23.125,12.0,21.0,,0,False,0,9,True,1,2,37,4,,,0.0,,False
,,7.0,17.0875,12.0,61.0,,0,False,1,9,False,2,2,37,4,,,0.0,,False
,,4.0,13.9625,12.0,80.0,,0,False,2,9,False,1,2,37,4,,,0.0,,False
,,3.0,15.1,8.0,0.0,,0,False,3,9,False,0,1,37,4,,,0.0,,False
,,8.0,13.7125,16.0,61.0,,0,False,4,9,False,2,3,37,4,,,0.0,,False
,,6.0,15.625,18.0,80.0,,0,True,5,9,False,1,3,37,4,,,0.0,,False
,,3.0,18.35,12.0,21.0,,0,True,6,9,False,0,2,37,4,,,0.0,,False
,,4.0,17.4375,14.0,25.0,,0,False,0,9,False,1,2,38,4,,,0.0,,False
,,6.0,15.0375,14.0,80.0,,0,False,1,9,False,1,2,38,4,,,0.0,,False
,,5.0,10.6375,16.0,81.0,,0,False,2,9,True,1,3,38,4,,,0.0,,False
,,6.0,11.4875,12.0,80.0,,0,False,3,9,True,1,2,38,4,,,0.0,,False
,,7.0,14.25,14.0,21.0,,0,False,4,9,False,2,2,38,4,,,0.0,,False
,,5.0,11.5,14.0,25.0,,0,True,5,9,True,1,2,38,4,,,0.0,,False
,,4.0,13.65,10.0,21.0,,0,True,6,9,False,1,1,38,4,,,0.0,,False
,,8.0,10.4125,16.0,61.0,,0,False,0,9,True,2,3,39,4,,,0.0,,False
,,7.0,14.925,10.0,80.0,,0,False,1,9,False,2,1,39,4,,,0.0,,False
,,7.0,12.5625,6.0,61.0,,0,False,2,9,False,2,1,39,4,,,0.0,,False
,,7.0,13.2,10.0,61.0,,0,False,3,9,False,2,1,39,4,,,0.0,,False
,,6.0,13.5625,12.0,61.0,,0,False,4,9,False,1,2,39,4,,,0.0,,False
,,5.0,13.2625,16.0,25.0,,0,True,5,9,False,1,3,39,4,,,0.0,,False
,,4.0,13.875,14.0,25.0,,0,True,6,9,False,1,2,39,4,,,1.0,,False
,,7.0,13.8625,10.0,61.0,,0,False,0,10,False,2,1,40,4,,,1.0,,False
,,6.0,15.1625,10.0,10.0,,0,False,1,10,False,1,1,40,4,,,1.0,,False
,,7.0,14.175,12.0,65.0,,1,False,2,10,False,2,2,40,4,,,1.0,,False
,,7.0,10.45,10.0,80.0,,0,False,3,10,False,2,1,40,4,,,0.0,,False
,,7.0,9.7375,14.0,61.0,,0,False,4,10,False,2,2,40,4,,,0.0,,False
,,,,,61.0,,0,True,5,10,False,,,40,4,,,0.0,,False
,,,,,61.0,,0,True,6,10,False,,,40,4,,,0.0,,False
,,4.0,12.4375,12.0,80.0,,0,False,0,10,False,1,2,41,4,,,0.0,,False
,,1.0,10.9875,19.0,80.0,,0,False,1,10,False,0,3,41,4,,,0.0,,False
,,5.0,10.1,12.0,80.0,,0,False,2,10,False,1,2,41,4,,,0.0,,False
,,4.0,11.4375,6.0,0.0,,0,False,3,10,False,1,1,41,4,,,0.0,,False
,,6.0,10.1375,10.0,61.0,,0,False,4,10,False,1,1,41,4,,,0.0,,False
,,,,,61.0,,0,True,5,10,False,,,41,4,,,0.0,,False
,,,,,61.0,,0,True,6,10,False,,,41,4,,,0.0,,False
,,6.0,9.5875,10.0,51.0,,0,False,0,10,False,1,1,42,4,,,0.0,,False
,,7.0,10.8875,12.0,61.0,,0,False,1,10,False,2,2,42,4,,,0.0,,False
,,7.0,12.1,12.0,21.0,,0,False,2,10,False,2,2,42,4,,,0.0,,False
,,6.0,16.775,8.0,10.0,,0,False,3,10,False,1,1,42,4,,,0.0,,False
